"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration30_chunksize5120.csv",,,,"Date:","26 Dec 2018 21:46:39 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
43.899,10.002,33.347,11.967,0.0,0.785,1296943.830,39948730.497
79.208,20.792,0.0,0.0,0.0,0.0,8192.0,110129152.0
90.909,3.030,0.0,6.061,0.0,0.0,0.0,116252672.0
74.257,23.762,0.0,0.0,0.0,1.980,0.0,112504832.0
61.0,36.0,0.0,1.0,0.0,2.0,8192.0,109809664.0
75.0,24.0,0.0,0.0,0.0,1.0,0.0,114032640.0
68.687,28.283,0.0,0.0,0.0,3.030,0.0,109056000.0
74.257,23.762,0.0,0.0,0.0,1.980,0.0,114556928.0
68.0,29.0,0.0,1.0,0.0,2.0,0.0,107753472.0
68.687,28.283,0.0,1.010,0.0,2.020,0.0,116654080.0
71.287,22.772,0.0,3.960,0.0,1.980,0.0,111149056.0
53.535,44.444,0.0,1.010,0.0,1.010,0.0,114032640.0
70.297,26.733,0.0,0.0,0.0,2.970,0.0,108265472.0
69.0,29.0,0.0,0.0,0.0,2.0,0.0,106905600.0
76.0,22.0,0.0,0.0,0.0,2.0,4096.0,102846464.0
68.687,21.212,0.0,4.040,0.0,6.061,0.0,121634816.0
68.317,23.762,0.0,5.941,0.0,1.980,0.0,109056000.0
74.747,23.232,0.0,0.0,0.0,2.020,0.0,121634816.0
71.0,29.0,0.0,0.0,0.0,0.0,0.0,115347456.0
73.267,23.762,0.0,0.0,0.0,2.970,0.0,117448704.0
