"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration20_chunksize5120.csv",,,,"Date:","26 Dec 2018 21:44:37 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
39.485,7.911,38.781,13.159,0.0,0.664,1504976.222,28349561.553
82.0,16.0,0.0,0.0,0.0,2.0,8192.0,114569216.0
84.158,13.861,0.0,0.990,0.0,0.990,4096.0,117440512.0
71.0,15.0,0.0,13.0,0.0,1.0,0.0,104865792.0
65.0,32.0,0.0,1.0,0.0,2.0,8192.0,109076480.0
72.0,25.0,0.0,0.0,0.0,3.0,0.0,115343360.0
69.0,29.0,0.0,1.0,0.0,1.0,8192.0,118751232.0
71.0,29.0,0.0,0.0,0.0,0.0,0.0,116137984.0
76.238,21.782,0.0,0.0,0.0,1.980,8192.0,104071168.0
74.0,25.0,0.0,0.0,0.0,1.0,4096.0,108527616.0
66.0,31.0,0.0,2.0,0.0,1.0,0.0,112463872.0
49.0,49.0,0.0,0.0,0.0,2.0,4096.0,115343360.0
71.717,23.232,0.0,4.040,0.0,1.010,0.0,103235584.0
76.238,21.782,0.0,0.0,0.0,1.980,4096.0,101998592.0
70.707,24.242,0.0,4.040,0.0,1.010,4096.0,118235136.0
73.0,25.0,0.0,0.0,0.0,2.0,4096.0,117440512.0
68.0,30.0,0.0,0.0,0.0,2.0,4096.0,115347456.0
71.287,23.762,0.0,2.970,0.0,1.980,4096.0,115343360.0
73.267,23.762,0.0,1.980,0.0,0.990,0.0,111153152.0
66.667,26.263,0.0,5.051,0.0,2.020,4096.0,112463872.0
