"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration10_chunksize5120.csv",,,,"Date:","26 Dec 2018 21:42:02 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
30.813,5.814,48.966,13.915,0.0,0.492,1885952.812,12084866.157
84.158,14.851,0.0,0.0,0.0,0.990,0.0,0.0
93.0,7.0,0.0,0.0,0.0,0.0,876544.0,126976.0
90.099,9.901,0.0,0.0,0.0,0.0,0.0,0.0
76.768,23.232,0.0,0.0,0.0,0.0,0.0,0.0
77.228,21.782,0.0,0.0,0.0,0.990,0.0,0.0
78.788,19.192,0.0,0.0,0.0,2.020,4096.0,72781824.0
73.0,26.0,0.0,0.0,0.0,1.0,4096.0,118362112.0
72.0,27.0,0.0,0.0,0.0,1.0,4096.0,118755328.0
80.198,17.822,0.0,0.0,0.0,1.980,4096.0,122421248.0
80.808,18.182,0.0,0.0,0.0,1.010,0.0,115347456.0
74.257,22.772,0.0,0.0,0.0,2.970,12288.0,108269568.0
87.879,11.111,0.0,0.0,0.0,1.010,0.0,120324096.0
82.828,16.162,0.0,0.0,0.0,1.010,4096.0,117448704.0
83.168,14.851,0.0,0.0,0.0,1.980,4096.0,116658176.0
84.0,12.0,0.0,0.0,0.0,4.0,90112.0,109838336.0
84.848,14.141,0.0,0.0,0.0,1.010,4096.0,113254400.0
83.168,15.842,0.0,0.0,0.0,0.990,4096.0,119537664.0
82.0,14.0,0.0,0.0,0.0,4.0,4096.0,118759424.0
85.0,13.0,0.0,0.0,0.0,2.0,0.0,120324096.0
