"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration40_chunksize10240.csv",,,,"Date:","26 Dec 2018 21:49:00 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
47.850,11.743,28.676,10.838,0.0,0.893,1116773.932,49806046.684
79.0,20.0,0.0,0.0,0.0,1.0,4096.0,101335040.0
92.079,4.950,0.0,1.980,0.0,0.990,0.0,114688000.0
73.737,16.162,0.0,9.091,0.0,1.010,0.0,113901568.0
71.287,20.792,0.0,5.941,0.0,1.980,0.0,102121472.0
74.0,17.0,0.0,9.0,0.0,0.0,0.0,111935488.0
74.747,20.202,0.0,2.020,0.0,3.030,0.0,112459776.0
65.0,18.0,0.0,16.0,0.0,1.0,0.0,109051904.0
68.317,13.861,0.0,13.861,0.0,3.960,0.0,109056000.0
69.307,20.792,0.0,9.901,0.0,0.0,0.0,104857600.0
64.286,16.327,0.0,19.388,0.0,0.0,0.0,109060096.0
79.0,15.0,0.0,5.0,0.0,1.0,0.0,116129792.0
54.0,42.0,0.0,3.0,0.0,1.0,0.0,109576192.0
74.0,21.0,0.0,4.0,0.0,1.0,0.0,105058304.0
71.287,26.733,0.0,0.990,0.0,0.990,0.0,103792640.0
74.747,25.253,0.0,0.0,0.0,0.0,0.0,117506048.0
74.0,22.0,0.0,0.0,0.0,4.0,0.0,110374912.0
74.0,23.0,0.0,0.0,0.0,3.0,0.0,109842432.0
75.248,22.772,0.0,0.0,0.0,1.980,0.0,115343360.0
68.0,23.0,0.0,8.0,0.0,1.0,4096.0,109060096.0
