"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration40_chunksize5120.csv",,,,"Date:","26 Dec 2018 21:48:40 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
47.382,11.593,29.259,10.886,0.0,0.880,1139477.917,48606526.470
78.0,22.0,0.0,0.0,0.0,0.0,0.0,104718336.0
89.0,11.0,0.0,0.0,0.0,0.0,0.0,108302336.0
80.0,13.0,0.0,3.0,0.0,4.0,0.0,112459776.0
69.0,28.0,0.0,0.0,0.0,3.0,4096.0,93499392.0
72.0,27.0,0.0,0.0,0.0,1.0,0.0,92467200.0
76.0,22.0,0.0,0.0,0.0,2.0,0.0,113115136.0
79.0,21.0,0.0,0.0,0.0,0.0,0.0,114032640.0
64.646,16.162,0.0,16.162,0.0,3.030,0.0,112459776.0
66.337,17.822,0.0,14.851,0.0,0.990,0.0,113246208.0
66.337,17.822,0.0,13.861,0.0,1.980,0.0,113246208.0
60.606,34.343,0.0,5.051,0.0,0.0,0.0,115343360.0
72.727,17.172,0.0,10.101,0.0,0.0,0.0,98816000.0
62.376,21.782,0.0,14.851,0.0,0.990,0.0,106524672.0
74.747,12.121,0.0,11.111,0.0,2.020,0.0,94265344.0
62.376,17.822,0.0,16.832,0.0,2.970,0.0,117440512.0
67.0,13.0,0.0,17.0,0.0,3.0,0.0,115347456.0
71.0,14.0,0.0,14.0,0.0,1.0,0.0,111939584.0
65.347,16.832,0.0,16.832,0.0,0.990,0.0,117440512.0
75.758,17.172,0.0,5.051,0.0,2.020,0.0,106958848.0
