"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration10_chunksize20480.csv",,,,"Date:","26 Dec 2018 21:42:59 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
34.297,6.516,44.662,13.975,0.0,0.551,1732854.271,19010438.623
87.0,13.0,0.0,0.0,0.0,0.0,0.0,143360.0
91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
77.228,21.782,0.0,0.0,0.0,0.990,0.0,0.0
77.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
72.277,26.733,0.0,0.0,0.0,0.990,0.0,63066112.0
77.778,22.222,0.0,0.0,0.0,0.0,8192.0,114671616.0
70.0,26.0,0.0,0.0,0.0,4.0,4096.0,118226944.0
69.0,28.0,0.0,0.0,0.0,3.0,4096.0,121634816.0
67.0,31.0,0.0,0.0,0.0,2.0,4096.0,121634816.0
67.0,29.0,0.0,0.0,0.0,4.0,0.0,122945536.0
69.307,25.743,0.0,0.0,0.0,4.950,4096.0,121634816.0
65.657,32.323,0.0,0.0,0.0,2.020,4096.0,116129792.0
74.0,24.0,0.0,0.0,0.0,2.0,4096.0,116658176.0
66.0,30.0,0.0,0.0,0.0,4.0,4096.0,124518400.0
79.0,18.0,0.0,0.0,0.0,3.0,8192.0,111161344.0
84.0,15.0,0.0,0.0,0.0,1.0,0.0,119537664.0
83.0,16.0,0.0,0.0,0.0,1.0,8192.0,108269568.0
87.879,11.111,0.0,0.0,0.0,1.010,0.0,118226944.0
