"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration30_chunksize1024.csv",,,,"Date:","26 Dec 2018 21:46:18 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
43.225,9.732,34.148,12.125,0.0,0.770,1328024.191,38188563.692
81.188,17.822,0.0,0.0,0.0,0.990,0.0,117964800.0
91.0,7.0,0.0,1.0,0.0,1.0,4096.0,114032640.0
69.0,21.0,0.0,9.0,0.0,1.0,4096.0,114036736.0
78.0,21.0,0.0,0.0,0.0,1.0,4096.0,104091648.0
77.0,18.0,0.0,4.0,0.0,1.0,4096.0,116129792.0
76.768,15.152,0.0,5.051,0.0,3.030,4096.0,114556928.0
64.356,18.812,0.0,14.851,0.0,1.980,4096.0,106958848.0
64.646,17.172,0.0,17.172,0.0,1.010,4096.0,112463872.0
77.228,16.832,0.0,3.960,0.0,1.980,4096.0,114032640.0
65.0,20.0,0.0,14.0,0.0,1.0,0.0,115343360.0
76.0,13.0,0.0,10.0,0.0,1.0,4096.0,116129792.0
56.566,34.343,0.0,7.071,0.0,2.020,4096.0,114556928.0
68.627,17.647,0.0,11.765,0.0,1.961,0.0,108154880.0
68.687,30.303,0.0,0.0,0.0,1.010,4096.0,105725952.0
70.707,28.283,0.0,0.0,0.0,1.010,0.0,115359744.0
70.588,27.451,0.0,0.0,0.0,1.961,4096.0,121634816.0
64.646,25.253,0.0,8.081,0.0,2.020,8192.0,106958848.0
75.0,22.0,0.0,2.0,0.0,1.0,4096.0,111153152.0
67.677,31.313,0.0,0.0,0.0,1.010,4096.0,120848384.0
