"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration30_chunksize51200.csv",,,,"Date:","26 Dec 2018 21:47:39 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
45.731,10.875,31.173,11.380,0.0,0.841,1214022.528,44560238.907
84.0,16.0,0.0,0.0,0.0,0.0,0.0,108351488.0
86.0,7.0,0.0,6.0,0.0,1.0,0.0,111886336.0
57.576,27.273,0.0,15.152,0.0,0.0,0.0,111038464.0
72.277,25.743,0.0,0.0,0.0,1.980,0.0,109178880.0
72.0,28.0,0.0,0.0,0.0,0.0,0.0,102764544.0
74.747,24.242,0.0,0.0,0.0,1.010,0.0,117440512.0
70.297,27.723,0.0,0.990,0.0,0.990,0.0,109056000.0
68.0,22.0,0.0,8.0,0.0,2.0,0.0,110362624.0
67.677,19.192,0.0,13.131,0.0,0.0,4096.0,102248448.0
69.0,24.0,0.0,5.0,0.0,2.0,0.0,110657536.0
61.0,39.0,0.0,0.0,0.0,0.0,0.0,113311744.0
73.267,24.752,0.0,0.990,0.0,0.990,0.0,111271936.0
75.0,24.0,0.0,0.0,0.0,1.0,0.0,99442688.0
68.687,29.293,0.0,0.0,0.0,2.020,0.0,117440512.0
72.0,25.0,0.0,2.0,0.0,1.0,0.0,113254400.0
72.0,25.0,0.0,0.0,0.0,3.0,0.0,115347456.0
74.257,21.782,0.0,1.980,0.0,1.980,0.0,115343360.0
70.707,27.273,0.0,1.010,0.0,1.010,0.0,109056000.0
66.0,26.0,0.0,5.0,0.0,3.0,0.0,106962944.0
