"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration20_chunksize768.csv",,,,"Date:","26 Dec 2018 21:43:48 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
37.068,7.271,41.535,13.517,0.0,0.610,1611683.785,23946930.801
87.879,12.121,0.0,0.0,0.0,0.0,0.0,4096.0
90.099,9.901,0.0,0.0,0.0,0.0,0.0,147456.0
88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
75.758,23.232,0.0,0.0,0.0,1.010,0.0,0.0
81.188,18.812,0.0,0.0,0.0,0.0,0.0,0.0
80.808,18.182,0.0,0.0,0.0,1.010,4096.0,84025344.0
75.0,25.0,0.0,0.0,0.0,0.0,4096.0,115462144.0
76.0,23.0,0.0,0.0,0.0,1.0,4096.0,117444608.0
79.208,19.802,0.0,0.0,0.0,0.990,4096.0,117440512.0
82.0,16.0,0.0,0.0,0.0,2.0,4096.0,115347456.0
79.798,18.182,0.0,0.0,0.0,2.020,4096.0,117444608.0
82.0,16.0,0.0,0.0,0.0,2.0,0.0,117440512.0
82.0,16.0,0.0,0.0,0.0,2.0,4096.0,116662272.0
84.0,14.0,0.0,0.0,0.0,2.0,4096.0,116133888.0
87.0,11.0,0.0,0.0,0.0,2.0,4096.0,109051904.0
86.0,12.0,0.0,0.0,0.0,2.0,4096.0,112463872.0
85.0,13.0,0.0,0.0,0.0,2.0,4096.0,113250304.0
79.0,19.0,0.0,0.0,0.0,2.0,8192.0,114040832.0
85.0,14.0,0.0,0.0,0.0,1.0,0.0,117440512.0


"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration20_chunksize768.csv",,,,"Date:","26 Dec 2018 21:58:18 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
47.871,9.017,34.498,7.890,0.0,0.724,827983.379,37005765.033
81.0,19.0,0.0,0.0,0.0,0.0,0.0,233472.0
64.0,14.0,17.0,5.0,0.0,0.0,4096.0,77824.0
78.218,20.792,0.0,0.0,0.0,0.990,0.0,0.0
69.697,23.232,7.071,0.0,0.0,0.0,0.0,0.0
73.267,22.772,1.980,0.0,0.0,1.980,0.0,65122304.0
81.818,16.162,0.0,0.0,0.0,2.020,0.0,109051904.0
65.657,24.242,0.0,8.081,0.0,2.020,0.0,104988672.0
71.287,25.743,0.0,0.0,0.0,2.970,0.0,110362624.0
74.0,24.0,0.0,0.0,0.0,2.0,0.0,111935488.0
75.248,14.851,0.0,8.911,0.0,0.990,0.0,110362624.0
73.469,21.429,0.0,3.061,0.0,2.041,0.0,103546880.0
62.745,21.569,0.0,13.725,0.0,1.961,8192.0,104857600.0
74.747,22.222,0.0,3.030,0.0,0.0,0.0,109051904.0
73.0,22.0,0.0,3.0,0.0,2.0,0.0,109051904.0
75.758,20.202,0.0,2.020,0.0,2.020,0.0,104079360.0
74.257,19.802,0.0,4.950,0.0,0.990,0.0,107741184.0
73.267,18.812,0.0,5.941,0.0,1.980,0.0,104861696.0
75.510,16.327,0.0,5.102,0.0,3.061,0.0,104087552.0
70.588,15.686,0.0,11.765,0.0,1.961,0.0,107741184.0
