"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration10_chunksize1024.csv",,,,"Date:","26 Dec 2018 21:41:33 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
29.038,5.573,51.530,13.384,0.0,0.477,1958363.659,9345885.613
70.588,8.824,0.0,19.608,0.0,0.980,4263936.0,0.0
72.727,9.091,0.0,18.182,0.0,0.0,3092480.0,12288.0
51.485,3.960,0.0,43.564,0.0,0.990,1028096.0,0.0
58.586,2.020,0.0,39.394,0.0,0.0,2211840.0,0.0
55.0,4.0,0.0,41.0,0.0,0.0,598016.0,167936.0
61.0,4.0,0.0,35.0,0.0,0.0,413696.0,0.0
40.404,5.051,0.0,53.535,0.0,1.010,512000.0,0.0
59.406,9.901,0.0,29.703,0.0,0.990,716800.0,0.0
97.030,2.970,0.0,0.0,0.0,0.0,110592.0,0.0
91.919,6.061,1.010,1.010,0.0,0.0,782336.0,90112.0
80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
77.778,22.222,0.0,0.0,0.0,0.0,0.0,0.0
77.228,21.782,0.0,0.0,0.0,0.990,0.0,71499776.0
74.0,24.0,0.0,0.0,0.0,2.0,12288.0,112459776.0
76.0,24.0,0.0,0.0,0.0,0.0,4096.0,107835392.0
77.778,20.202,0.0,0.0,0.0,2.020,8192.0,114561024.0
76.238,21.782,0.0,0.0,0.0,1.980,0.0,118226944.0
83.0,16.0,0.0,0.0,0.0,1.0,4096.0,115347456.0
83.0,16.0,0.0,0.0,0.0,1.0,4096.0,111157248.0
