"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration30_chunksize768.csv",,,,"Date:","26 Dec 2018 21:45:58 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
42.540,9.469,34.973,12.273,0.0,0.746,1357795.042,36551696.998
86.139,13.861,0.0,0.0,0.0,0.0,4096.0,115212288.0
92.0,6.0,0.0,0.0,0.0,2.0,0.0,115343360.0
78.788,21.212,0.0,0.0,0.0,0.0,4096.0,114556928.0
74.0,23.0,0.0,0.0,0.0,3.0,8192.0,105783296.0
76.238,21.782,0.0,0.0,0.0,1.980,8192.0,108273664.0
69.0,21.0,0.0,10.0,0.0,0.0,8192.0,104861696.0
68.317,13.861,0.0,15.842,0.0,1.980,0.0,114032640.0
69.0,24.0,0.0,5.0,0.0,2.0,266240.0,93589504.0
62.245,16.327,0.0,19.388,0.0,2.041,40960.0,107741184.0
72.549,13.725,0.0,12.745,0.0,0.980,8192.0,104861696.0
61.616,16.162,0.0,20.202,0.0,2.020,0.0,120848384.0
58.586,34.343,0.0,6.061,0.0,1.010,16384.0,104861696.0
63.366,17.822,0.0,16.832,0.0,1.980,8192.0,111153152.0
72.0,22.0,0.0,5.0,0.0,1.0,389120.0,71385088.0
77.0,22.0,0.0,0.0,0.0,1.0,909312.0,80551936.0
68.317,26.733,0.0,1.980,0.0,2.970,200704.0,98582528.0
75.510,21.429,0.0,1.020,0.0,2.041,8192.0,117444608.0
68.627,27.451,0.0,0.0,0.0,3.922,0.0,115343360.0
73.737,23.232,0.0,2.020,0.0,1.010,8192.0,106967040.0
