"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration20_chunksize10240.csv",,,,"Date:","26 Dec 2018 21:44:57 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
40.323,8.370,37.760,12.861,0.0,0.685,1465479.435,30562709.367
83.838,15.152,0.0,0.0,0.0,1.010,4096.0,109854720.0
93.0,4.0,0.0,3.0,0.0,0.0,4096.0,115867648.0
60.396,27.723,0.0,10.891,0.0,0.990,8192.0,107888640.0
69.0,28.0,0.0,0.0,0.0,3.0,0.0,104734720.0
68.0,31.0,0.0,0.0,0.0,1.0,77824.0,97779712.0
68.0,32.0,0.0,0.0,0.0,0.0,8192.0,110739456.0
73.737,25.253,0.0,0.0,0.0,1.010,4096.0,115232768.0
64.356,26.733,0.0,7.921,0.0,0.990,8192.0,104865792.0
70.707,25.253,0.0,2.020,0.0,2.020,0.0,111263744.0
72.277,26.733,0.0,0.0,0.0,0.990,4096.0,118644736.0
68.0,30.0,0.0,1.0,0.0,1.0,8192.0,114032640.0
66.667,32.323,0.0,0.0,0.0,1.010,0.0,109060096.0
59.406,37.624,0.0,0.0,0.0,2.970,0.0,114556928.0
75.758,24.242,0.0,0.0,0.0,0.0,4096.0,110854144.0
74.257,22.772,0.0,0.0,0.0,2.970,4096.0,111251456.0
74.0,24.0,0.0,0.0,0.0,2.0,0.0,104964096.0
73.0,26.0,0.0,0.0,0.0,1.0,4096.0,117444608.0
69.0,29.0,0.0,0.0,0.0,2.0,4096.0,114556928.0
74.0,22.0,0.0,3.0,0.0,1.0,4096.0,116137984.0
