"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","avatar",,,,"User:","shuangda"
"Cmdline:","dstat -cd --output duration40_chunksize20480.csv",,,,"Date:","26 Dec 2018 21:49:20 CST"

"total cpu usage",,,,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","read","writ"
48.331,11.921,28.114,10.731,0.0,0.904,1094875.852,50986576.076
85.149,14.851,0.0,0.0,0.0,0.0,0.0,105021440.0
90.909,3.030,0.0,4.040,0.0,2.020,0.0,109117440.0
62.626,27.273,0.0,10.101,0.0,0.0,0.0,111083520.0
68.0,30.0,0.0,0.0,0.0,2.0,0.0,106045440.0
73.267,23.762,0.0,0.0,0.0,2.970,0.0,115343360.0
67.0,32.0,0.0,0.0,0.0,1.0,0.0,114556928.0
70.0,29.0,0.0,0.0,0.0,1.0,0.0,112721920.0
65.657,27.273,0.0,6.061,0.0,1.010,0.0,101982208.0
72.0,25.0,0.0,1.0,0.0,2.0,0.0,109051904.0
67.327,26.733,0.0,3.960,0.0,1.980,0.0,110362624.0
60.0,35.0,0.0,3.0,0.0,2.0,0.0,115343360.0
66.337,32.673,0.0,0.0,0.0,0.990,0.0,111796224.0
68.367,30.612,0.0,1.020,0.0,0.0,0.0,103505920.0
72.277,23.762,0.0,2.970,0.0,0.990,0.0,105725952.0
75.0,25.0,0.0,0.0,0.0,0.0,0.0,114569216.0
69.697,27.273,0.0,1.010,0.0,2.020,0.0,122421248.0
71.287,25.743,0.0,0.0,0.0,2.970,0.0,113250304.0
71.0,27.0,0.0,0.0,0.0,2.0,0.0,112463872.0
77.778,20.202,0.0,0.0,0.0,2.020,0.0,109846528.0
